school failures higher parentsEdu alcSudyTime GC1 GC2 GC3
0 0 0 0,0902061855670103 0 0,5 0,25 0,25
0 0 0 0,46520618556701 0,265037593984962 0,5 0,5 0,5
0 0,75 1 0,375 0 0 0 0
0 0 0 0,46520618556701 0,343984962406015 0,5 0,25 0,25
0 0 0 0,420103092783505 0,24937343358396 0,25 0,25 0,5
0 0 0 0,795103092783505 0,156015037593985 0 0 0
0 0 0 0,885309278350515 0,06265664160401 0,5 0,25 0,25
0 0 0 0,65270618556701 0,280701754385965 0,5 0,5 0,5
0 0 0 0,625 0,280701754385965 0,5 0,5 0,5
0 0 0 0,90270618556701 0,31203007518797 0,5 0,25 0,5
0 0 0 0,322809278350515 0,218671679197995 0,5 0,25 0,25
0 0 0 0,0902061855670103 0,31203007518797 0,75 0,75 0,75
0 0 0 0,420103092783505 0,093984962406015 0,5 0 0,25
0 0 0 0,875 0,592731829573935 0 0 0
0 0 0 0,65270618556701 0,280701754385965 0 0,25 0,25
0 0 0 0,180412371134021 0,343358395989975 0,5 0,5 0,5
0 0 0 0,295103092783505 0,24937343358396 0,5 0,5 0,5
0 0 0 0,0902061855670103 0,031328320802005 0,5 0,5 0,5
0 0 0 0,697809278350515 0,031328320802005 0,25 0,5 0,5
0 0 0 0,0451030927835052 0,06265664160401 0,5 0,5 0,5
0 0 0 0,65270618556701 0,093984962406015 0 0,25 0,25
0 0 0 0,930412371134021 0 0,5 0,5 0,5
0 0 0 0,135309278350515 0,18734335839599 0,5 0,5 0,5
0 0 0 0,555412371134021 0,031328320802005 0,5 0,5 0,5
0 0 0 0,8125 0,68671679197995 0 0 0
0 0 0 0,65270618556701 0 0,75 0,75 0,75
0 0 0 0,84020618556701 0,031328320802005 0,5 0,5 0,5
0 0 0 0,367912371134021 0,25062656641604 0,25 0 0
0 0 0 0,135309278350515 0 0,75 0,75 0,75
0 0 0 0,65270618556701 0,156641604010025 0 0 0
0 0 0 0,420103092783505 0,06265664160401 0 0 0
0 0 0 0,84020618556701 0,06265664160401 0,5 0,5 0,5
0 0 0 0,21520618556701 0,62406015037594 0,5 0 0,25
0 0 0 0,742912371134021 0,031328320802005 0,75 0,75 0,5
0 0 0 0,65270618556701 0,06265664160401 0,5 0,5 0,5
0 0 0 0,232603092783505 0,06265664160401 0,25 0,25 0,25
0 0,25 0 0,795103092783505 0,18796992481203 0 0 0
0 0 0 0,420103092783505 0,156641604010025 0,75 0,75 0,75
0 0 0 0,795103092783505 0,06265664160401 0 0 0
0 0 0 0,885309278350515 0,218671679197995 0,75 0,5 0,5
0 0 0 0,27770618556701 0,06265664160401 0,75 0,75 0,75
0 0 0 0,795103092783505 0,093984962406015 0,5 0,5 0,75
0 0,25 0 0,885309278350515 0,593358395989975 0,5 0,25 0,25
0 0 0 0,65270618556701 0,156015037593985 0,5 0,5 0,5
0 0 0 0,0902061855670103 0,12468671679198 0,5 0,5 0,5
0 0 0 0,885309278350515 0,218671679197995 0,5 0,5 0,5
0 0 0 0,795103092783505 0,156015037593985 0,5 0,5 0,5
0 0 0 0,885309278350515 0,43671679197995 0,5 0,5 0,5
0 0 0 0,885309278350515 0 0,5 0,25 0,25
0 0 0 0,96520618556701 0,156015037593985 0 0 0
0 0 0 0,0451030927835052 0 0 0,25 0,25
0 0,5 1 0,795103092783505 0 0 0 0,25
0 0 0 0,760309278350515 0,62406015037594 0,5 0,5 0,75
0 0 0 0,107603092783505 0,18734335839599 0,5 0,5 0,5
0 0 0 0,8125 0,12468671679198 0 0,25 0,5
0 0,75 1 0,930412371134021 0,406015037593985 0 0 0
0 0 0 0,795103092783505 0,25 0,25 0 0,25
0 0 0 0,65270618556701 0,218671679197995 0,25 0,5 0,5
0 0 0 0,885309278350515 0,280701754385965 0,5 0,5 0,5
0 0 0 0,75 0,56203007518797 0,75 0,5 0,5
0 0 0 0,1875 0,06265664160401 0 0 0,25
0 0,25 0 0,885309278350515 0,18796992481203 0,5 0,25 0,25
0 0 0 0,84020618556701 0,031328320802005 0,5 0,25 0,25
0 0 0 0,84020618556701 0,06265664160401 0,5 0,5 0,75
0 0 0 0,947809278350515 0,405388471177945 0 0 0
0 0 0 0,46520618556701 0 0,5 0,5 0,5
0 0 0 0,75 0,530075187969925 0,25 0,25 0,5
0 0 0 0,90979381443299 0,156641604010025 0,5 0,25 0,25
0 0 0 0,0902061855670103 0,25 0,5 0,25 0,25
0 0 0 0,795103092783505 0,06265664160401 0 0 0
0 0,5 0 0,885309278350515 0,24937343358396 0 0 0
0 0 0 0,795103092783505 0,093984962406015 0,5 0,5 0,5
0 0,25 0 0,180412371134021 0,031328320802005 0 0 0
0 0 0 0,420103092783505 0,093984962406015 0 0,25 0,25
0 0 0 0,0625 0,62531328320802 0 0 0
0 0 0 0,84020618556701 0,24937343358396 0,75 0,5 0,5
0 0 0 0,295103092783505 0,18734335839599 0,5 0,25 0,25
0 0 0 0,795103092783505 0,031328320802005 0,5 0,5 0,5
0 0 0 0,170103092783505 0,31203007518797 0 0,25 0,25
0 0 0 0,930412371134021 0,469298245614035 0 0 0
0 0 0 0,795103092783505 0,12468671679198 0,5 0,5 0,5
0 0 1 0,795103092783505 0 0,25 0 0
0 0,25 0 0,420103092783505 0,031328320802005 0,25 0,25 0,25
0 0 0 0,795103092783505 0,093984962406015 0,5 0,5 0,5
0 0 0 0,15270618556701 0,468045112781955 0,25 0,25 0,25
0 0 1 0,8125 0,25062656641604 0 0 0
0 0 0 0,947809278350515 0,49874686716792 0,5 0,25 0,25
0 0,5 1 0,760309278350515 0,49874686716792 0,25 0 0
0 0,25 0 0,920103092783505 0,592731829573935 0 0 0
0 0 0 0,392396907216495 0,280701754385965 0,5 0,5 0,5
0 0 1 0,697809278350515 0,093984962406015 0,25 0 0,25
0 0 0 0,5625 0 0,5 0,5 0,5
0 0 0 0,135309278350515 0 0 0 0
0 0,75 0 0,829896907216495 0,468671679197995 0 0 0
0 0,75 0 0,742912371134021 0,592731829573935 0,25 0 0,25
0 0 0 0,420103092783505 0,18734335839599 0,5 0 0,25
0 0,25 0 0,982603092783505 0,37406015037594 0 0 0
0 0,5 0 0,96520618556701 0,49874686716792 0 0 0
0 0,25 1 0,8125 0,25 0 0 0
0 0,5 0 0,510309278350515 0,43671679197995 0 0 0
0 0 0 0,90270618556701 0,405388471177945 0 0 0
0 0,25 1 0,27770618556701 0,405388471177945 0 0 0
0 0 1 0,930412371134021 0,49874686716792 0 0 0
0 0,75 1 0,232603092783505 0,156641604010025 0 0 0
0 0 1 0,760309278350515 0,37406015037594 0 0 0,25
0 0 0 0,46520618556701 0 0,75 0,75 0,75
0 0 0 0,742912371134021 0 0,5 0,5 0,5
0 0 0 0,420103092783505 0 0,75 0,75 0,75
0 0,25 0 0,385309278350515 0,43671679197995 0 0 0
0 0 0 0,420103092783505 0 0,75 0,75 0,75
0 0 0 0,885309278350515 0,24937343358396 0,25 0 0
0 0 0 0,555412371134021 0 0,5 0,5 0,5
0 0 0 0,742912371134021 0 0,5 0,5 0,75
0 0 0 0,75 0,37406015037594 0 0,25 0,25
0 0 0 0,885309278350515 0,37406015037594 0,5 0,5 0,5
0 0 0 0,697809278350515 0,43671679197995 0,25 0 0
0 0 0 0,5 0,49937343358396 0 0 0,25
0 0 0 0,27770618556701 0,06265664160401 0,25 0,25 0,5
0 0 0 0,482603092783505 0,31203007518797 0,25 0 0,25
0 0 0 0,46520618556701 0,12468671679198 0,25 0,5 0,5
0 0 0 0,8125 0,24937343358396 0,75 0,75 0,75
0 0 0 0,107603092783505 0,75062656641604 0,5 0,5 0,5
0 0 0 0,0451030927835052 0,25 0,5 0,75 0,75
0 0 0 0,71520618556701 0,343358395989975 0,25 0,5 0,5
0 0 0 0,46520618556701 0,12468671679198 0 0 0,25
0 0 0 0,84020618556701 0,12468671679198 0,5 0,5 0,75
0 0 0 0,46520618556701 0,406015037593985 0,5 0,5 0,5
0 0 0 0,46520618556701 0,592731829573935 0 0 0
0 0 0 0,27770618556701 0,093984962406015 0,5 0,5 0,5
0 0 0 0,46520618556701 0 0,5 0,25 0,5
0 0 0 0,9375 0,74937343358396 0 0,25 0,5
0 0 0 0,829896907216495 0,37406015037594 0,25 0 0
0 0 0 0,46520618556701 0 0,5 0,5 0,5
0 0 0 0,795103092783505 0,12531328320802 0,5 0,75 0,75
0 0 0 0,84020618556701 0,18734335839599 0,5 0,5 0,5
0 0 0 0,545103092783505 0,74937343358396 0 0,25 0,5
0 0,25 0 0,34020618556701 0,719298245614035 0,5 0,75 0,75
0 0 0 0,420103092783505 0,12468671679198 0,25 0 0,25
0 0 0 0,367912371134021 0,530075187969925 0,5 0,5 0,75
0 0 0 0,65270618556701 0,31203007518797 0,25 0,5 0,5
0 0 0 0,135309278350515 0,24937343358396 0,5 0,75 0,75
0 0 0 0,420103092783505 0,453634085213033 0,5 0,5 0,5
0 0 0 0,930412371134021 0,093984962406015 0,5 0,5 0,5
0 0,25 0 0,875 0,593358395989975 0 0 0
0 0 0 0,670103092783505 0,156015037593985 0,25 0,25 0,5
0 0 0 0,0451030927835052 0,06265664160401 0,5 0,75 0,75
0 0 0 0,795103092783505 0,405388471177945 0,5 0,5 0,5
0 0 0 0,607603092783505 0 0,25 0,5 0,5
0 0 0 0,46520618556701 0,18734335839599 0,5 0,5 0,5
0 0 0 0,607603092783505 0,733709273182957 0,5 0,5 0,5
0 0 0 0,697809278350515 0 0,5 0,5 0,5
0 0 0 0,90270618556701 0,530701754385965 0,5 0,25 0,25
0 0 0 0,375 0,218671679197995 0,5 0,25 0,25
0 0 0 0,135309278350515 0,280701754385965 0,5 0,75 0,75
0 0 0 0,197809278350515 0,62468671679198 0,25 0 0
0 0 0 0,71520618556701 0,530701754385965 0 0 0
0 0 0 0,46520618556701 0,43671679197995 0,5 0,5 0,5
0 0 0 0,65270618556701 0 0,5 0,5 0,5
0 0 0 0,930412371134021 0,12468671679198 0,25 0 0,25
0 0 0 0,885309278350515 0,18796992481203 0,5 0,5 0,5
0 0 0 0,375 0 0,5 0,5 0,5
0 0,75 0 0,72229381443299 0,639724310776942 0 0 0
0 0 0 0,795103092783505 0,06265664160401 0,75 0,75 0,75
0 0 0 0,65270618556701 0,06265664160401 0 0 0
0 0 0 0,510309278350515 0,280701754385965 0,75 0,75 0,75
0 0 0 0,46520618556701 0,24937343358396 0 0,25 0,25
0 0 0 0,47229381443299 0,530075187969925 0 0 0,25
0 0 0 0,46520618556701 0,12468671679198 0,75 0,75 0,75
0 0 0 0,46520618556701 0,12468671679198 0,5 0,5 0,5
0 0 0 0,0451030927835052 0 0,5 0,5 0,5
0 0 0 0,367912371134021 0,24937343358396 0,5 0,5 0,5
0 0 0 0,15270618556701 0,37406015037594 0,5 0,5 0,5
0 0 0 0,795103092783505 0,031328320802005 0 0 0
0 0 0 0,27770618556701 0,24937343358396 0,5 0,5 0,5
0 0 0 0,677190721649485 0,49874686716792 0,75 0,75 0,75
0 0 0 0,795103092783505 0,06265664160401 0 0 0
0 0 0 0,84020618556701 0,12468671679198 0,5 0,5 0,5
0 0,25 0 0,46520618556701 0,281954887218045 0 0 0
0 0,25 0 0,75 0,25062656641604 0 0 0
0 0,25 1 0,375 0,219298245614035 0 0 0
0 0,25 1 0,107603092783505 0,531954887218045 0 0 0
0 0 0 0,75 0,218671679197995 0 0 0
0 0 0 0,420103092783505 0,06265664160401 0,5 0,5 0,75
0 0 0 0,607603092783505 0,281328320802005 0,25 0 0
0 0 1 0,930412371134021 0,18734335839599 0,5 0,25 0,25
0 0 0 0,375 0,031328320802005 0,5 0,5 0,5
0 0,25 0 0,885309278350515 0,219298245614035 0 0 0
0 0 1 0,357603092783505 0,74937343358396 0 0 0
0 0,25 1 0,0451030927835052 0,12531328320802 0,25 0 0
0 0 0 0,84020618556701 0,31203007518797 0,75 0,5 0,75
0 0 0 0,607603092783505 0,06265664160401 0,75 0,5 0,5
0 0 0 0,930412371134021 0,49937343358396 0,75 0,75 0,75
0 0 0 0,670103092783505 0,24937343358396 0,5 0,5 0,5
0 0 0 0,555412371134021 0,109649122807018 0,5 0,5 0,75
0 0 0 0,795103092783505 0,18734335839599 0,5 0,75 0,75
0 0 0 0,75 0,405388471177945 0,25 0,25 0,5
0 0 0 0,0902061855670103 0,031328320802005 0,5 0,5 0,75
0 0 0 0,8125 0,406015037593985 0,25 0,25 0,25
0 0 0 0,607603092783505 0,156641604010025 0 0 0
0 0 0 0,510309278350515 0,156641604010025 0,5 0 0,25
0 0 0 0,65270618556701 0,109649122807018 0,75 0,75 0,75
0 0 0 0,885309278350515 0,18734335839599 0,25 0 0,25
0 0 0 0,232603092783505 0,031328320802005 0 0,5 0,5
0 0,75 1 0,25 0,68671679197995 0 0 0
0 0 0 0,84020618556701 0,37468671679198 0 0 0
0 0 0 0,8125 0,37406015037594 0,25 0,5 0,25
0 0 1 0,947809278350515 0,49937343358396 0 0 0
0 0,25 0 0,27770618556701 0,31203007518797 0 0,25 0
0 0,5 1 0,947809278350515 0,56140350877193 0 0 0
0 0 0 0,420103092783505 0,280701754385965 0,5 0,5 0,5
0 0 0 0,8125 0,37406015037594 0,5 0,5 0,5
0 0,25 0 0,885309278350515 0,12468671679198 0 0 0
0 0 0 0,885309278350515 0,280701754385965 0,5 0,5 0,5
0 0 0 0,65270618556701 0,031328320802005 0,5 0,75 0,75
0 0 0 0,84020618556701 0 0 0 0,25
0 0,25 1 0,982603092783505 0,43671679197995 0,25 0 0,25
0 0 0 0,885309278350515 0,280701754385965 0,25 0,5 0,5
0 0 0 0,482603092783505 0,31203007518797 0,25 0,5 0,5
0 0 0 0,84020618556701 0,06265664160401 0,25 0,25 0,5
0 0 0 0 0,06265664160401 0,25 0,5 0,5
0 0 0 0,697809278350515 0,156015037593985 0,75 0,75 0,75
0 0 1 0,607603092783505 0 0 0 0
0 0 0 0,1875 0,031328320802005 0 0,25 0,5
0 0 1 0,27770618556701 0,25 0 0,5 0,5
0 0 0 0,232603092783505 0,280701754385965 0,75 0,75 0,75
0 0 0 0,420103092783505 0,031328320802005 0 0 0,25
0 0 0 0,420103092783505 0,031328320802005 0 0,25 0,5
0 0 0 0,65270618556701 0,031328320802005 0,75 0,5 0,5
0 0 0 0,46520618556701 0 0,25 0,5 0,5
0 0 1 0,71520618556701 0,37468671679198 0 0 0
0 0 0 0,21520618556701 0,468045112781955 0,75 0,75 0,75
0 0 0 0,920103092783505 0,37406015037594 0,25 0,25 0,5
0 0 0 0,71520618556701 0,25 0 0,25 0,5
0 0 0 0,930412371134021 0,31203007518797 0 0,5 0,5
0 0 1 0,555412371134021 0,31265664160401 0 0 0
0 0 0 0,96520618556701 0,5 0,25 0,5 0,5
0 0 0 0,367912371134021 0,406015037593985 0,75 0,75 0,75
0 0 0 0,46520618556701 0,031328320802005 0,5 0,5 0,5
0 0 0 0,0625 0,156015037593985 0,75 0,75 0,75
0 0 0 0,180412371134021 0,25 0,5 0,5 0,75
0 0 0 0,0902061855670103 0,093984962406015 0,75 0,75 0,75
0 0 0 0,90270618556701 0,343358395989975 0,5 0,5 0,5
0 0 1 0,75 0,234962406015038 0,5 0 0
0 0 0 0,510309278350515 0,468045112781955 0,25 0,5 0,5
0 0,25 0 0,697809278350515 0,031328320802005 0,5 0,5 0,5
0 0 0 0,0902061855670103 0,12531328320802 0,5 0,75 0,75
0 0,25 1 0,517396907216495 0,24937343358396 0 0 0
0 0 0 0,0902061855670103 0,12468671679198 0 0 0
0 0 1 0,71520618556701 0,530701754385965 0 0 0,25
0 0 0 0,90270618556701 0,718671679197995 0,25 0,25 0
0 0 0 0,545103092783505 0,656015037593985 0,5 0,5 0,5
0 0 0 0,420103092783505 0,031328320802005 0,75 0,75 0,75
0 0 0 0,697809278350515 0 0,5 0,5 0,5
0 0 0 0,930412371134021 0,31265664160401 0,5 0,5 0,5
0 0 0 0,75 0,156641604010025 0,5 0,5 0,5
0 0 0 0,65270618556701 0,12468671679198 0,5 0,5 0,5
0 0 0 0,27770618556701 0,12468671679198 0,75 0,75 0,75
0 0 0 0,46520618556701 0 0,5 0,5 0,5
0 0 0 0,322809278350515 0,24937343358396 0,5 0,75 0,75
0 0 0 0,27770618556701 0 0,75 0,75 0,75
0 0 0 0,795103092783505 0,405388471177945 0,75 0,75 0,75
0 0 0 0,420103092783505 0,12468671679198 0,75 0,75 0,75
0 0 0 0,420103092783505 0 0,75 1 1
0 0 0 0,607603092783505 0 0,5 0,75 0,75
0 0 0 0,84020618556701 0,24937343358396 0,5 0,75 0,75
0 0 0 0,34020618556701 0,280701754385965 0,5 0,5 0,5
0 0 0 0,367912371134021 0,12468671679198 0,5 0,5 0,5
0 0 0 0,46520618556701 0 0,75 0,75 0,75
0 0 0 0,0625 0,12468671679198 0,75 0,75 0,75
0 0 0 0,697809278350515 0 0,5 0,75 0,75
0 0 0 0,767396907216495 0,12468671679198 0,5 0,5 0,5
0 0 0 0,885309278350515 0 0 0 0
0 0 0 0,46520618556701 0 0,75 0,75 0,75
0 0 0 0,795103092783505 0,12468671679198 0,75 0,75 0,75
0 0,25 0 0,75 0 0 0 0,25
0 0,5 0 0,84020618556701 0 0,5 0,75 0,75
0 0 0 0,84020618556701 0,12468671679198 0 0 0,25
0 0 0 0,885309278350515 0,156015037593985 0 0 0,25
0 0 0 0,0902061855670103 0,156015037593985 0,5 0,5 0,75
0 0 0 0,375 0,031328320802005 0,25 0,5 0,5
0 0 0 0,885309278350515 0,031328320802005 0,75 0,75 0,75
0 0 0 0,885309278350515 0,031328320802005 0,5 0,75 0,75
0 0 0 0,135309278350515 0,49937343358396 0,5 0,5 0,75
0 0 0 0,90270618556701 0,530075187969925 0,75 0,75 0,75
0 0 0 0,510309278350515 0,12531328320802 0,25 0,5 0,5
0 0 0 0,135309278350515 0,140977443609023 0,25 0 0
0 0 0 0,920103092783505 0,24937343358396 0,5 0,25 0,5
0 0 0 0,135309278350515 0,06265664160401 0,25 0,5 0,5
0 0 0 0,885309278350515 0,156015037593985 0,5 0,75 0,75
0 0 0 0,795103092783505 0,343984962406015 0,75 0,5 0,75
0 0 0 0,84020618556701 0 0,5 0,5 0,5
0 0 0 0,295103092783505 0,156015037593985 0,25 0,5 0,5
0 0 0 0,96520618556701 0,405388471177945 0 0 0,25
0 0 1 0,982603092783505 0,43734335839599 0 0 0,25
0 0,5 0 0,697809278350515 0,031328320802005 0 0 0
0 0 0 0,947809278350515 0,405388471177945 0 0 0
0 0 0 0,420103092783505 0,06265664160401 0,5 0,5 0,5
0 0 0 0,4375 0,12468671679198 0,25 0,25 0
0 0 0 0,857603092783505 0,24937343358396 0,75 0,75 0,75
0 0 0 0,295103092783505 0,24937343358396 0,5 0,5 0,75
0 0 0 0,367912371134021 0,12468671679198 0,5 0,5 0,5
0 0 0 0,482603092783505 0,12468671679198 0,5 0,5 0,5
0 0 0 0,96520618556701 0,49874686716792 0,75 0,75 0,75
0 0 0 0,8125 0,530075187969925 0,25 0 0
0 0 0 0,697809278350515 0,24937343358396 0,5 0,5 0,5
0 0 0 0,65270618556701 0,18734335839599 0,75 0,5 0,75
0 0 0 0,947809278350515 0,530075187969925 0,25 0,5 0,25
0 0 0 0,947809278350515 0,37406015037594 0,25 0,25 0,5
0 0 0 0,90270618556701 0,12468671679198 0,25 0 0
0 0 0 0,367912371134021 0,031328320802005 0 0 0
0 0 0 0,84020618556701 0 0,75 0,75 0,75
0 0 0 0,795103092783505 0,218671679197995 0,75 0,5 0,75
0 0 0 0,697809278350515 0,12531328320802 0 0,25 0,5
0 0 0 0,27770618556701 0 0 0 0,5
0 0 0 0,697809278350515 0,093984962406015 0,5 0,5 0,5
0 0 0 0,930412371134021 0,37468671679198 0,25 0,5 0,5
0 0 0 0,25 0,24937343358396 0,5 0,5 0,75
0 0 0 0,0902061855670103 0,06265664160401 0,5 0,5 0,75
0 0 0 0,295103092783505 0,24937343358396 0,5 0,5 0,75
0 0 0 0,295103092783505 0,12468671679198 0,5 0,5 0,5
0 0 0 0,84020618556701 0,343358395989975 0,75 0,75 0,75
0 0 0 0,5625 0,406641604010025 0 0,5 0,5
0 0 0 0,46520618556701 0,12468671679198 0,25 0,5 0,5
0 0 0 0,107603092783505 0,31203007518797 0,5 0,75 0,75
0 0 0 0,607603092783505 0,18734335839599 0,75 0,5 0,75
0 0 0 0,947809278350515 0,24937343358396 0,5 0,5 0,5
0 0 0 0,65270618556701 0,24937343358396 0,25 0,5 0,5
0 0 0 0,15270618556701 0,281328320802005 0,5 0,75 0,75
0 0 0 0,760309278350515 0,43671679197995 0,5 0,75 0,75
0 0,25 1 0,875 0,62468671679198 0 0,25 0,25
0 0,25 0 0,420103092783505 0,093984962406015 0 0,5 0,5
0 0,5 0 0,795103092783505 0 0 0,5 0,5
0 0 1 0,510309278350515 0,421679197994987 0 0,25 0,5
0 0 0 0,367912371134021 0,515037593984962 0,5 0,5 0,75
0 0 0 0,697809278350515 0,24937343358396 0,5 0,75 0,75
0 0 0 0,607603092783505 0,156015037593985 0,5 0,75 0,75
0 0 0 0,420103092783505 0 0,5 0,75 0,75
0 0,5 1 0,72229381443299 0,453634085213033 0 0 0
0 0 0 0,420103092783505 0,37468671679198 0,25 0,75 0,75
0 0,25 0 0,982603092783505 0,452380952380952 0 0 0,25
0 0 0 0,885309278350515 0,281328320802005 0,75 0,75 0,75
0 0 0 0,322809278350515 0,203007518796992 0,5 0,75 0,75
0 0 0 0,704896907216495 0,702380952380952 0,5 0,5 0,5
0 0 0 0,697809278350515 0,530701754385965 0 0,25 0,25
0 0 0 0,697809278350515 0,406015037593985 0,5 0,75 0,75
0 0,25 0 0,75 0,0783208020050125 0 0 0
0 0 0 0,0451030927835052 0,18734335839599 0 0,5 0,5
1 0 1 0,84020618556701 0,421679197994987 0 0,25 0,25
1 0 0 0,885309278350515 0 0,5 0,5 0,5
1 0,25 0 0,27770618556701 0,093984962406015 0 0 0
1 0 0 0,90270618556701 0,31203007518797 0 0 0,25
1 0 0 0,795103092783505 0,12468671679198 0,75 0,75 0,75
1 0 1 0,135309278350515 0 0 0 0
1 0 0 0,232603092783505 0,327694235588972 0 0,25 0,25
1 0 0 0,84020618556701 0 0 0,25 0,25
1 0,25 0 0,885309278350515 0,12468671679198 0 0 0
1 0,25 1 0,90270618556701 0,12468671679198 0 0 0
1 0 0 0,78479381443299 0,49874686716792 0,5 0,5 0,5
1 0 1 0 0,06265664160401 0 0 0,25
1 0 0 0,65270618556701 0,12468671679198 0 0 0
1 0,25 0 0,27770618556701 0,18734335839599 0 0 0
1 0 0 0,27770618556701 0,12468671679198 0,5 0,25 0,5
1 0 0 0,555412371134021 0,280701754385965 0 0,25 0,5
1 0 0 0,65270618556701 0 0,5 0,75 0,75
1 0 0 0,607603092783505 0,49874686716792 0 0 0
1 0 0 0,857603092783505 0,43671679197995 0 0 0
1 0 0 0,322809278350515 0,12468671679198 0,5 0,5 0,5
1 0 0 0,322809278350515 0,234335839598997 0 0 0
1 0 0 0,930412371134021 0,18734335839599 0 0 0,25
1 0 0 0,760309278350515 0,49937343358396 0 0 0
